Entity,ObjectEntity
Scotland,['england']
Wales,['england']
Utah,['arizona']
Utah,['wyoming']
Utah,['idaho']
Utah,['nevada']
Utah,['colorado']
Utah,['new mexico']
Montana,"['north dakota', 'dakota']"
Montana,"['dakota', 'south dakota']"
Montana,['wyoming']
Montana,['idaho']
Montana,['alberta']
Montana,['british columbia']
Montana,['saskatchewan']
Montana,['northwest territories']
Massachusetts,['new hampshire']
Massachusetts,['connecticut']
Massachusetts,['new york']
Massachusetts,['rhode island']
Massachusetts,['vermont']
Idaho,['oregon']
Idaho,['utah']
Idaho,['montana']
Idaho,['wyoming']
Idaho,['washington']
Idaho,['nevada']
Idaho,['british columbia']
Colorado,['arizona']
Colorado,['utah']
Colorado,['wyoming']
Colorado,['new mexico']
Colorado,['nebraska']
Colorado,['kansas']
Colorado,['oklahoma']
New hampshire,['quebec']
New hampshire,['maine']
New hampshire,['massachusetts']
New hampshire,['vermont']
Michigan,['illinois']
Michigan,['ohio']
Michigan,['indiana']
Michigan,['minnesota']
Michigan,['wisconsin']
Michigan,['ontario']
Tokyo,"['chiba', 'chiba prefecture']"
Tokyo,"['kanagawa prefecture', 'kanagawa']"
Tokyo,"['saitama prefecture', 'saitama']"
Tokyo,"['yamanashi prefecture', 'yamanashi']"
New mexico,['chihuahua']
New mexico,['arizona']
New mexico,['utah']
New mexico,['colorado']
New mexico,['texas']
New mexico,['oklahoma']
New mexico,['sonora']
São paulo,"['parana', 'paraná']"
São paulo,['minas gerais']
São paulo,['rio de janeiro']
São paulo,['mato grosso do sul']
Virginia,"['virginia', 'west virginia']"
Virginia,['maryland']
Virginia,"['north carolina', 'carolina']"
Virginia,['tennessee']
Virginia,['kentucky']
Virginia,['district of columbia']
Kentucky,['illinois']
Kentucky,['virginia']
Kentucky,"['virginia', 'west virginia']"
Kentucky,['ohio']
Kentucky,['indiana']
Kentucky,['tennessee']
Kentucky,['missouri']
Ohio,['michigan']
Ohio,"['virginia', 'west virginia']"
Ohio,['pennsylvania']
Ohio,['indiana']
Ohio,['kentucky']
Ohio,['ontario']
Drenthe,['groningen']
Drenthe,['friesland']
Drenthe,['overijssel']
Drenthe,['lower saxony']
Drenthe,['emsland']
Drenthe,['county of bentheim']
Lombardy,['piedmont']
Lombardy,['trentino-south tyrol']
Lombardy,['veneto']
Lombardy,['emilia-romagna']
Lombardy,['grisons']
Lombardy,"['canton of ticino', 'ticino']"
Nebraska,"['dakota', 'south dakota']"
Nebraska,['wyoming']
Nebraska,['colorado']
Nebraska,['iowa']
Nebraska,['kansas']
Nebraska,['missouri']
Connecticut,['massachusetts']
Connecticut,['new york']
Connecticut,['rhode island']
Alaska,['british columbia']
Alaska,['yukon']
Alaska,['chukotka autonomous okrug']
Lazio,['tuscany']
Lazio,['marche']
Lazio,['umbria']
Lazio,['abruzzo']
Lazio,['campania']
Lazio,['molise']
Oklahoma,['colorado']
Oklahoma,['texas']
Oklahoma,['new mexico']
Oklahoma,['kansas']
Oklahoma,['missouri']
Oklahoma,['arkansas']
Maryland,['virginia']
Maryland,"['virginia', 'west virginia']"
Maryland,['delaware']
Maryland,['pennsylvania']
Maryland,['district of columbia']
Georgia,['alabama']
Georgia,['florida']
Georgia,"['north carolina', 'carolina']"
Georgia,"['south carolina', 'carolina']"
Georgia,['tennessee']
Limburg,['wallonia']
Limburg,['gelderland']
Limburg,['limburg']
Limburg,"['brabant', 'north brabant']"
Limburg,['province of liege']
Limburg,"['north rhine-westphalia', 'rhine-westphalia']"
Limburg,['aachen cities region']
Wisconsin,['michigan']
Wisconsin,['illinois']
Wisconsin,['minnesota']
Wisconsin,['iowa']
Wisconsin,['ontario']
Tuscany,['liguria']
Tuscany,['emilia-romagna']
Tuscany,['marche']
Tuscany,['umbria']
Tuscany,['lazio']
Indiana,['michigan']
Indiana,['illinois']
Indiana,['ohio']
Indiana,['kentucky']
Utrecht,"['holland', 'south holland']"
Utrecht,"['holland', 'north holland']"
Utrecht,['flevoland']
Utrecht,['gelderland']
Liguria,['piedmont']
Liguria,['emilia-romagna']
Liguria,['tuscany']
Liguria,"['auvergne-rhone-alpes', 'auvergne-rhône-alpes']"
Washington,['oregon']
Washington,['idaho']
Washington,['british columbia']
Molise,['lazio']
Molise,['abruzzo']
Molise,['campania']
Molise,['apulia']
Thuringia,['bavaria']
Thuringia,['lower saxony']
Thuringia,['hesse']
Thuringia,"['kurhessen province', 'kurhessen']"
Thuringia,['state of hanover']
Thuringia,"['free of brunswick', 'free state of brunswick']"
Thuringia,"['province of hanover', 'hanover']"
Thuringia,"['province of saxony-anhalt', 'saxony-anhalt']"
Thuringia,['saxony']
Thuringia,['saxony-anhalt']
Thuringia,['bavaria']
Thuringia,['lower saxony']
Thuringia,['hesse']
Thuringia,['saxony']
Thuringia,['saxony-anhalt']
Thuringia,['lower franconia']
Hamburg,['schleswig-holstein']
Hamburg,['lower saxony']
Hamburg,['segeberg']
Hamburg,['herzogtum lauenburg']
Hamburg,['stormarn']
Hamburg,['pinneberg']
Hamburg,['norderstedt']
Hamburg,['stade']
Hamburg,['harburg']
Hamburg,['seevetal']
Hamburg,['neu wulmstorf']
Hamburg,['reinbek']
Hamburg,['halstenbek']
Hamburg,"['bonningstedt', 'bönningstedt']"
Delaware,['maryland']
Delaware,['pennsylvania']
Delaware,['new jersey']
Saint petersburg,['leningrad oblast']
Saint petersburg,"['gatchinsky district', 'gatchinsky']"
Saint petersburg,"['vyborgsky district', 'vyborgsky']"
Saint petersburg,"['kirishsky district', 'kirishsky']"
Saint petersburg,"['lomonosovsky district', 'lomonosovsky']"
Saint petersburg,"['vsevolozhsky', 'vsevolozhsky district']"
Saint petersburg,"['tosnensky', 'tosnensky district']"
Bavaria,"['baden-wurttemberg', 'baden-württemberg']"
Bavaria,['hesse']
Bavaria,['saxony']
Bavaria,['thuringia']
Bavaria,"['st. gallen', 'canton of st. gallen']"
Bavaria,['vorarlberg']
Bavaria,['upper austria']
Bavaria,['tyrol']
Bavaria,['salzburg']
Bavaria,"['plzeň region', 'plzen']"
Bavaria,"['south bohemian region', 'bohemian']"
Bavaria,"['karlovy vary region', 'karlovy vary']"
Umbria,['tuscany']
Umbria,['marche']
Umbria,['lazio']
Galicia,['asturias']
Galicia,"['castile and león', 'castile and leon']"
Galicia,['braga']
Galicia,['viana do castelo']
Galicia,"['bragança', 'braganca']"
Galicia,['vila real']
Cantabria,['asturias']
Cantabria,['basque autonomous community']
Cantabria,"['castile and león', 'castile and leon']"
Cantabria,"['palencia province', 'palencia']"
Cantabria,"['burgos province', 'burgos']"
Cantabria,"['león province', 'leon']"
Rhode island,['massachusetts']
Rhode island,['connecticut']
Luxembourg district,['luxembourg']
Luxembourg district,['meurthe-et-moselle']
Luxembourg district,['moselle']
Rhineland-palatinate,['wallonia']
Rhineland-palatinate,"['baden-wurttemberg', 'baden-württemberg']"
Rhineland-palatinate,['province of liege']
Rhineland-palatinate,['lorraine']
Rhineland-palatinate,"['north rhine-westphalia', 'rhine-westphalia']"
Rhineland-palatinate,['hesse']
Rhineland-palatinate,['saarland']
Rhineland-palatinate,['moselle']
Rhineland-palatinate,['bas-rhin']
Rhineland-palatinate,['grand est']
Lapland,['murmansk oblast']
Lapland,['karelia']
Lapland,"['ostrobothnia', 'northern ostrobothnia']"
Lapland,['troms']
Lapland,['finnmark']
Lapland,"['norrbotten county', 'norrbotten']"
Lapland,['troms og finnmark fylke']
Region of murcia,['andalusia']
Region of murcia,['new castile']
Region of murcia,['comunidad valenciana']
Region of murcia,['land of valencia']
Region of murcia,['castile-la mancha']
Region of murcia,['andalusia']
Asturias,['galicia']
Asturias,['cantabria']
Asturias,"['castile and león', 'castile and leon']"
Asturias,"['león province', 'leon']"
Navarre,['basque autonomous community']
Navarre,['aragon']
Navarre,['la rioja']
Navarre,['nouvelle-aquitaine']
Pirkanmaa,"['southern ostrobothnia', 'ostrobothnia']"
Pirkanmaa,['tavastia proper']
Pirkanmaa,"['finland', 'central finland']"
Pirkanmaa,"['paijanne tavastia', 'päijänne tavastia']"
Pirkanmaa,['satakunta']
Pirkanmaa,['finland proper']
Finland proper,"['aland', 'åland']"
Finland proper,['tavastia proper']
Finland proper,['pirkanmaa']
Finland proper,['satakunta']
Finland proper,['uusimaa']
Finland proper,['international waters']
Grisons,['lombardy']
Grisons,['trentino-south tyrol']
Grisons,['canton of glarus']
Grisons,['uri']
Grisons,"['canton of ticino', 'ticino']"
Grisons,"['st. gallen', 'canton of st. gallen']"
Grisons,"['tyrol', 'south tyrol']"
Grisons,"['como', 'province of como']"
Grisons,"['province of sondrio', 'sondrio']"
Grisons,['vorarlberg']
Grisons,['tyrol']
Grisons,['gravedona ed uniti']
Grisons,['livo']
Grisons,['dosso del liro']
Riga,"['jūrmala', 'jurmala']"
Riga,"['babite', 'babīte municipality']"
Riga,"['salaspils', 'salaspils municipality']"
Riga,"['garkalne municipality', 'garkalne']"
Riga,"['marupe', 'mārupe municipality']"
Riga,"['ķekava municipality', 'kekava']"
Riga,"['stopiņi municipality', 'stopini']"
Riga,"['olaine municipality', 'olaine']"
Riga,"['carnikava municipality', 'carnikava']"
Riga,"['ropazi', 'ropaži municipality']"
Riga,"['ādaži municipality', 'adazi']"
Kymenlaakso,['leningrad oblast']
Kymenlaakso,"['south karelia', 'karelia']"
Kymenlaakso,"['savonia', 'southern savonia']"
Kymenlaakso,"['paijanne tavastia', 'päijänne tavastia']"
Kymenlaakso,['uusimaa']
Canton of vaud,"['rhone-alpes', 'rhône-alpes']"
Canton of vaud,['canton of valais']
Canton of vaud,['ain']
Canton of vaud,['jura']
Canton of vaud,['doubs']
Canton of vaud,['canton of bern']
Canton of vaud,"['canton of geneva', 'geneva']"
Canton of vaud,['canton of fribourg']
Canton of vaud,"['neuchatel', 'canton of neuchâtel']"
Canton of vaud,['haute-savoie']
Canton of vaud,"['franche-comte', 'franche-comté']"
Canton of vaud,"['auvergne-rhone-alpes', 'auvergne-rhône-alpes']"
Tavastia proper,['pirkanmaa']
Tavastia proper,"['paijanne tavastia', 'päijänne tavastia']"
Tavastia proper,['uusimaa']
Tavastia proper,['finland proper']
Satakunta,"['southern ostrobothnia', 'ostrobothnia']"
Satakunta,['pirkanmaa']
Satakunta,['ostrobothnia']
Satakunta,['finland proper']
Schleswig-holstein,['hamburg']
Schleswig-holstein,['mecklenburg-western pomerania']
Schleswig-holstein,['lower saxony']
Schleswig-holstein,"['lohbrugge', 'lohbrügge']"
Mecklenburg-western pomerania,['schleswig-holstein']
Mecklenburg-western pomerania,['lower saxony']
Mecklenburg-western pomerania,['brandenburg']
Mecklenburg-western pomerania,"['pomeranian', 'west pomeranian voivodeship']"
Canton of st. gallen,['bavaria']
Canton of st. gallen,['canton of glarus']
Canton of st. gallen,['grisons']
Canton of st. gallen,"['canton of zürich', 'zurich']"
Canton of st. gallen,['appenzell ausserrhoden']
Canton of st. gallen,['appenzell innerrhoden']
Canton of st. gallen,['schwyz']
Canton of st. gallen,['thurgau']
Canton of st. gallen,['vorarlberg']
Schwyz,['canton of glarus']
Schwyz,"['canton of zug', 'zug']"
Schwyz,"['canton of zürich', 'zurich']"
Schwyz,"['canton of lucerne', 'lucerne']"
Schwyz,['uri']
Schwyz,['obwalden']
Schwyz,['nidwalden']
Schwyz,"['st. gallen', 'canton of st. gallen']"
Ostrobothnia,"['southern ostrobothnia', 'ostrobothnia']"
Ostrobothnia,"['ostrobothnia', 'central ostrobothnia']"
Ostrobothnia,['satakunta']
Basel-landschaft,"['baden-wurttemberg', 'baden-württemberg']"
Basel-landschaft,['alsace']
Basel-landschaft,"['solothurn', 'canton of solothurn']"
Basel-landschaft,['canton aargau']
Basel-landschaft,['basel-stadt']
Basel-landschaft,['haut-rhin']
Basel-landschaft,"['canton of jura', 'jura']"
Dakahlia governorate,"['damietta governorate', 'damietta']"
Dakahlia governorate,"['gharbia', 'gharbia governorate']"
Dakahlia governorate,"['kafr el-sheikh governorate', 'kafr el-sheikh']"
Dakahlia governorate,"['al sharqia governorate', 'al sharqia']"
Dakahlia governorate,"['qalyubia governorate', 'qalyubia']"
Dakahlia governorate,"['port said governorate', 'port said']"
Dakahlia governorate,"['damietta governorate', 'damietta']"
Dakahlia governorate,"['gharbia', 'gharbia governorate']"
Dakahlia governorate,"['kafr el-sheikh governorate', 'kafr el-sheikh']"
Dakahlia governorate,"['al sharqia governorate', 'al sharqia']"
Dakahlia governorate,"['qalyubia governorate', 'qalyubia']"
Dakahlia governorate,"['port said governorate', 'port said']"
Dakahlia governorate,"['damietta governorate', 'damietta']"
Dakahlia governorate,"['gharbia', 'gharbia governorate']"
Dakahlia governorate,"['kafr el-sheikh governorate', 'kafr el-sheikh']"
Dakahlia governorate,"['al sharqia governorate', 'al sharqia']"
Dakahlia governorate,"['qalyubia governorate', 'qalyubia']"
Dakahlia governorate,"['port said governorate', 'port said']"
Dakahlia governorate,"['damietta governorate', 'damietta']"
Dakahlia governorate,"['gharbia', 'gharbia governorate']"
Dakahlia governorate,"['kafr el-sheikh governorate', 'kafr el-sheikh']"
Dakahlia governorate,"['al sharqia governorate', 'al sharqia']"
Dakahlia governorate,"['qalyubia governorate', 'qalyubia']"
Dakahlia governorate,"['port said governorate', 'port said']"
Dakahlia governorate,"['damietta governorate', 'damietta']"
Dakahlia governorate,"['gharbia', 'gharbia governorate']"
Dakahlia governorate,"['kafr el-sheikh governorate', 'kafr el-sheikh']"
Dakahlia governorate,"['al sharqia governorate', 'al sharqia']"
Dakahlia governorate,"['qalyubia governorate', 'qalyubia']"
Dakahlia governorate,"['port said governorate', 'port said']"
Dakahlia governorate,"['damietta governorate', 'damietta']"
Dakahlia governorate,"['gharbia', 'gharbia governorate']"
Dakahlia governorate,"['kafr el-sheikh governorate', 'kafr el-sheikh']"
Dakahlia governorate,"['al sharqia governorate', 'al sharqia']"
Dakahlia governorate,"['qalyubia governorate', 'qalyubia']"
Dakahlia governorate,"['port said governorate', 'port said']"
Vienna,['lower austria']
Vaduz,['eschen']
Vaduz,['triesenberg']
Vaduz,['triesen']
Vaduz,['schaan']
Vaduz,['planken']
Vaduz,['gamprin']
Vaduz,['balzers']
Vaduz,['buchs']
Vaduz,['sevelen']
Mexico city,['morelos']
Mexico city,['state of mexico']
Canton of solothurn,['alsace']
Canton of solothurn,['canton of bern']
Canton of solothurn,['canton aargau']
Canton of solothurn,['basel-landschaft']
Canton of solothurn,['haut-rhin']
Canton of solothurn,"['canton of jura', 'jura']"
Canton of lucerne,['canton of bern']
Canton of lucerne,"['canton of zug', 'zug']"
Canton of lucerne,['canton aargau']
Canton of lucerne,['schwyz']
Canton of lucerne,['obwalden']
Canton of lucerne,['nidwalden']
Canton of neuchâtel,['doubs']
Canton of neuchâtel,['canton of bern']
Canton of neuchâtel,['canton of fribourg']
Canton of neuchâtel,"['canton of jura', 'jura']"
Canton of neuchâtel,"['vaud', 'canton of vaud']"
Canton of neuchâtel,"['franche-comte', 'franche-comté']"
Community of madrid,"['castile and león', 'castile and leon']"
Community of madrid,['castile-la mancha']
Kagoshima prefecture,"['miyazaki', 'miyazaki prefecture']"
Kagoshima prefecture,"['kumamoto', 'kumamoto prefecture']"
Kagoshima prefecture,"['okinawa', 'okinawa prefecture']"
Nidwalden,['canton of bern']
Nidwalden,"['canton of lucerne', 'lucerne']"
Nidwalden,['uri']
Nidwalden,['schwyz']
Nidwalden,['obwalden']
Antofagasta region,"['tarapaca', 'tarapacá region']"
Antofagasta region,"['atacama region', 'atacama']"
Antofagasta region,"['catamarca province', 'catamarca']"
Antofagasta region,"['jujuy', 'province of jujuy']"
Antofagasta region,"['salta', 'salta province']"
Antofagasta region,"['potosi', 'potosí department']"
Emirate of dubai,['oman']
Emirate of dubai,"['ajman', 'emirate of ajman']"
Emirate of dubai,"['ras al khaimah', 'emirate of ras al khaimah']"
Emirate of dubai,"['emirate of abu dhabi', 'abu dhabi']"
Emirate of dubai,"['emirate of sharjah', 'sharjah']"
Canton of zug,"['canton of zürich', 'zurich']"
Canton of zug,['canton aargau']
Canton of zug,"['canton of lucerne', 'lucerne']"
Canton of zug,['schwyz']
Thurgau,"['baden-wurttemberg', 'baden-württemberg']"
Thurgau,"['canton of zürich', 'zurich']"
Thurgau,"['canton of schaffhausen', 'schaffhausen']"
Thurgau,"['st. gallen', 'canton of st. gallen']"
Vermont,['quebec']
Vermont,['new hampshire']
Vermont,['massachusetts']
Vermont,['new york']
Los lagos region,"['los rios', 'los ríos region']"
Los lagos region,"['aysen', 'aysén region']"
Los lagos region,"['neuquen', 'neuquén province']"
Los lagos region,"['rio negro', 'río negro province']"
Los lagos region,"['chubut', 'chubut province']"
O'higgins region,"['santiago metropolitan', 'santiago metropolitan region']"
O'higgins region,"['maule', 'maule region']"
O'higgins region,['mendoza']
O'higgins region,"['valparaíso region', 'valparaiso']"
Maule region,"[""o'higgins"", ""o'higgins region""]"
Maule region,['mendoza']
Maule region,"['neuquen', 'neuquén province']"
Maule region,"['nuble', 'ñuble region']"
Pécs,"['cserkút', 'cserkut']"
Pécs,"['nagykozár', 'nagykozar']"
Pécs,"['bogád', 'bogad']"
Pécs,"['pécsudvard', 'pecsudvard']"
Pécs,"['kozármisleny', 'kozarmisleny']"
Pécs,"['orfű', 'orfu']"
Pécs,"['keszu', 'keszü']"
Coquimbo region,"['atacama region', 'atacama']"
Coquimbo region,"['san juan', 'san juan province']"
Coquimbo region,"['valparaíso region', 'valparaiso']"
Flores department,"['san josé department', 'san jose']"
Flores department,"['colonia department', 'colonia']"
Flores department,"['soriano department', 'soriano']"
Flores department,"['durazno', 'durazno department']"
Flores department,"['florida', 'florida department']"
Flores department,"['rio negro', 'río negro department']"
Tacuarembó department,"['cerro largo', 'cerro largo department']"
Tacuarembó department,"['paysandu', 'paysandú department']"
Tacuarembó department,"['durazno', 'durazno department']"
Tacuarembó department,"['salto department', 'salto']"
Tacuarembó department,"['rio negro', 'río negro department']"
Tacuarembó department,"['rivera', 'rivera department']"
Florida department,"['canelones', 'canelones department']"
Florida department,"['flores', 'flores department']"
Florida department,"['san josé department', 'san jose']"
Florida department,"['durazno', 'durazno department']"
Florida department,"['treinta y tres department', 'treinta y tres']"
Florida department,"['lavalleja', 'lavalleja department']"
Salto department,"['paysandu', 'paysandú department']"
Salto department,"['tacuarembo', 'tacuarembó department']"
Salto department,"['artigas department', 'artigas']"
Salto department,"['rivera', 'rivera department']"
Salto department,['corrientes']
Salto department,"['entre rios', 'entre ríos province']"
Treinta y tres department,"['cerro largo', 'cerro largo department']"
Treinta y tres department,"['rocha', 'rocha department']"
Treinta y tres department,"['durazno', 'durazno department']"
Treinta y tres department,"['florida', 'florida department']"
Treinta y tres department,['rio grande do sul']
Treinta y tres department,"['lavalleja', 'lavalleja department']"
Biobío region,"['araucanía region', 'araucania']"
Biobío region,"['neuquen', 'neuquén province']"
Biobío region,"['nuble', 'ñuble region']"
Araucanía region,"['biobío region', 'biobio']"
Araucanía region,"['los rios', 'los ríos region']"
Araucanía region,"['neuquen', 'neuquén province']"
Los ríos region,"['araucanía region', 'araucania']"
Los ríos region,"['los lagos region', 'los lagos']"
Los ríos region,"['neuquen', 'neuquén province']"
Magellan and the chilean antarctic region,"['aysen', 'aysén region']"
Magellan and the chilean antarctic region,"['santa cruz province', 'santa cruz']"
Magellan and the chilean antarctic region,"['tierra del fuego, antarctica and south atlantic islands province']"
Appenzell ausserrhoden,['appenzell innerrhoden']
Appenzell ausserrhoden,"['st. gallen', 'canton of st. gallen']"
Appenzell innerrhoden,['appenzell ausserrhoden']
Appenzell innerrhoden,"['st. gallen', 'canton of st. gallen']"
Győr,"['töltéstava', 'toltestava']"
Győr,"['gyorujbarat', 'győrújbarát']"
Győr,"['vamosszabadi', 'vámosszabadi']"
Győr,"['rabapatona', 'rábapatona']"
Győr,['abda']
Győr,"['gyorujfalu', 'győrújfalu']"
Győr,"['nagyszentjanos', 'nagyszentjános']"
Győr,['kisbajcs']
Győr,"['bony', 'bőny']"
Győr,"['ikreny', 'ikrény']"
Győr,"['vének', 'venek']"
Győr,"['gonyu', 'gönyű']"
Győr,"['gyorszemere', 'győrszemere']"
Győr,"['trávnik', 'travnik']"
Győr,"['koroncó', 'koronco']"
Colonia department,"['flores', 'flores department']"
Colonia department,"['san josé department', 'san jose']"
Colonia department,"['soriano department', 'soriano']"
Colonia department,"['buenos aires', 'buenos aires province']"
Colonia department,"['entre rios', 'entre ríos province']"
Soriano department,"['flores', 'flores department']"
Soriano department,"['san josé department', 'san jose']"
Soriano department,"['colonia department', 'colonia']"
Soriano department,"['rio negro', 'río negro department']"
Soriano department,"['entre rios', 'entre ríos province']"
Rivera department,"['cerro largo', 'cerro largo department']"
Rivera department,"['tacuarembo', 'tacuarembó department']"
Rivera department,"['salto department', 'salto']"
Rivera department,"['artigas department', 'artigas']"
Rivera department,['rio grande do sul']
Vorarlberg,['liechtenstein']
Vorarlberg,['bavaria']
Vorarlberg,"['baden-wurttemberg', 'baden-württemberg']"
Vorarlberg,['grisons']
Vorarlberg,"['st. gallen', 'canton of st. gallen']"
Vorarlberg,['tyrol']
Nagano prefecture,"['aichi prefecture', 'aichi']"
Nagano prefecture,"['saitama prefecture', 'saitama']"
Nagano prefecture,"['gunma', 'gunma prefecture']"
Nagano prefecture,"['gifu prefecture', 'gifu']"
Nagano prefecture,"['shizuoka prefecture', 'shizuoka']"
Nagano prefecture,"['niigata', 'niigata prefecture']"
Nagano prefecture,"['yamanashi prefecture', 'yamanashi']"
Nagano prefecture,"['toyama', 'toyama prefecture']"
Iwate prefecture,"['miyagi prefecture', 'miyagi']"
Iwate prefecture,"['aomori', 'aomori prefecture']"
Iwate prefecture,"['akita prefecture', 'akita']"
Lublin voivodeship,"['masovian voivodeship', 'masovian']"
Lublin voivodeship,"['subcarpathian voivodeship', 'subcarpathian']"
Lublin voivodeship,"['podlaskie', 'podlaskie voivodeship']"
Lublin voivodeship,"['swietokrzyskie', 'świętokrzyskie voivodeship']"
Lublin voivodeship,['lviv oblast']
Lublin voivodeship,['volyn oblast']
Lublin voivodeship,"['brest', 'brest region']"
